canonical_smiles,pchembl_value
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CC[C@](O)(C(F)(F)F)C3)nn2)cn1,7.78
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3C[C@@H](OC(F)F)C3)nn2)cn1,7.81
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3C[C@@H](OC4CC4)C3)nn2)cn1,7.9
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3C[C@H](OC(F)F)C3)nn2)cn1,8.06
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3C[C@H](OCC(F)F)C3)nn2)cn1,8.06
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3C[C@H]4CC[C@H]3O4)nn2)cn1,7.68
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@]3(C)CCOC3)nn2)cn1,7.91
Cc1ccc(-c2noc(C)c2COc2ccc(C(N)=O)cn2)cn1,8.01
Cc1ccc(-c2noc(C)c2COc2ccc3c(n2)CN(C2CCOCC2)C3=O)cn1,8.21
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)N3CC4(C3)CS(=O)(=O)C4)cn2)cn1,7.47
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NC(C)(C)CO)cn2)cn1,7.28
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NC3CC4(COC4)C3)cn2)cn1,7.3
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NC3CCC(F)(F)CC3)cn2)cn1,7.77
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NC3CCOCC3)cn2)cn1,7.7
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NC3CCS(=O)(=O)C3)cn2)cn1,8.0
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NC3CCS(=O)(=O)CC3)cn2)cn1,7.94
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NC3COC3)cn2)cn1,8.28
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NCC(F)(F)F)cn2)cn1,7.61
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NCC3CC3)cn2)cn1,7.87
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NCCCC(F)(F)F)cn2)cn1,7.29
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)NCCO)cn2)cn1,7.78
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)N[C@@H]3CCOC3)cn2)cn1,7.88
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)N[C@H]3CC[C@@H](C(F)(F)F)CC3)cn2)cn1,7.68
Cc1ccc(-c2noc(C)c2COc2cnc(C(=O)N[C@H]3CC[C@](C)(O)CC3)cn2)cn1,7.64
Cc1ccc(-c2noc(C)c2COc2nnc(C(=O)NC3CCOCC3)cc2C)cn1,8.62
