canonical_smiles,pchembl_value
CC(=O)O[C@H]1C[C@@H](CNC(=O)c2cccc3cccnc23)N(C(=O)c2ccccc2-c2ccccc2)C1,7.28
CC(=O)c1ccc(Cn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)o1,5.66
CC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccoc3C)n2Cc2ccco2)cc1,5.6
CC(=O)c1cccc(NC(=O)CSc2nnc(-c3ccoc3C)n2Cc2ccco2)c1,5.5
CC(C)(C)OC(=O)Nc1cccc([C@]2(C)O[C@H]3CO[C@@H]4N3[C@H]2O[C@@]4(C)c2cccc(NC(=O)OC(C)(C)C)c2)c1,7.47
CC(C)(O)[C@@H]1CC[C@@H](Oc2cc(C#N)ccn2)CN1C(=O)c1ccccc1-n1nccn1,5.0
CC(C)(O)c1cc2ccc(C#Cc3ccsc3)cc2c(=O)o1,5.2
CC(C)(O)c1cccc(N2CC[C@@H]3CCN(C(=O)c4ccccc4-n4nccn4)C[C@@H]32)c1,5.0
CC(C)(O)c1ccnc(N2CC[C@@H]3CCN(C(=O)c4ccccc4-n4nccn4)C[C@@H]32)c1,5.0
CC(C)(O)c1cnc(N2CC[C@@H]3CCN(C(=O)c4ccccc4-n4nccn4)C[C@@H]32)nc1,5.0
CC(C)(O)c1csc(-c2ccccc2C(=O)N2CC[C@H]3CCN(n4nccn4)[C@H]3C2)n1,5.0
CC(C)CN(CCN(C)c1cc(C#N)ccn1)C(=O)c1ccccc1-n1nccn1,5.93
CC(C)COc1ccnc(O[C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)c1,5.25
CC(C)N(CCN(C)c1cc(C#N)ccn1)C(=O)c1ccccc1-n1nccn1,5.04
CC(C)OC(=O)c1ccccc1C(=O)N1C[C@H](Oc2cc(C#N)ccn2)CC[C@H]1C,5.48
CC(C)Oc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,5.82
CC(C)Oc1cccc(F)c1C1CC(F)(F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,5.83
CC(C)Oc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,5.59
CC(C)Oc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.49
CC(C)Oc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.17
CC(C)Oc1ccccc1C(=O)N1C[C@H](n2ncc(C(C)(C)O)n2)CC[C@H]1C,5.43
CC(C)Oc1cccnc1C(=O)N[C@H]1CCC[C@@H]1Nc1nc2ccc(F)cc2s1,7.47
CC(C)Oc1ccnc(N[C@@H]2C[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)c1,5.55
CC(C)Oc1ccnc(O[C@@H]2CC[C@@H](C)N(C(=O)c3cc(F)ccc3-n3nccn3)C2)c1,5.61
CC(C)Oc1ccnc(O[C@@H]2CC[C@@H](C)N(C(=O)c3ccc(F)cc3-n3nccn3)C2)c1,5.67
